,Names,Gender,Hair_Color,Tags,Anime,Manga
175,Orochimaru,Male,Black Hair,"['Adult', 'Beastmaster', 'Manipulative', 'Necromancer', 'Ninja', 'Overly Long Tongue', 'Piercings', 'Ruthless']","['Boruto: Naruto Next Generations', 'Naruto', 'Naruto: Hidden Leaf Village Grand Sports Festival!', 'Naruto Shippuden', 'Naruto Shippuden: Konoha Gakuen Picture Drama Special', 'Naruto Shippuden Movie 2: Bonds', 'Naruto Shippuden Movie 3: The Will of Fire', 'Naruto Shippuden OVA: Sage Naruto vs Sasuke', 'Naruto Spin-Off: Rock Lee & His Ninja Pals', 'Naruto: The Cross Roads']","['Naruto', 'Naruto Gaiden: Michita Tsuki ga Terasu Michi', 'Naruto: The Seventh Hokage and the Scarlet Spring', ""Rock Lee's Springtime of Youth""]"
176,Pain,Male,Orange Hair,"['Beastmaster', 'Gravity Manipulator', 'Headband', 'Ninja', 'Piercings', 'Ruthless']","['Naruto Shippuden', 'Naruto Shippuden Movie 6: Road to Ninja', 'Naruto Shippuden OVA: Sage Naruto vs Sasuke', 'Naruto Spin-Off: Rock Lee & His Ninja Pals', 'The Last: Naruto the Movie']","['Naruto', 'Road to Naruto the Movie', 'Road to Ninja: Naruto the Movie (Light Novel)', ""Rock Lee's Springtime of Youth""]"
177,Loke,Male,Orange Hair,"['Elemental Powers', 'Flirt', 'Light Powers', 'Magic User', 'Sunglasses']","['Fairy Tail', 'Fairy Tail 2', 'Fairy Tail: Final Season', 'Fairy Tail Movie 1: Phoenix Priestess', 'Fairy Tail OVA']","['Fairy Girls', 'Fairy Tail']"
178,Calcifer,Male,,"['Demon', 'Elemental Powers', 'Fire Powers']","[""Howl's Moving Castle""]","[""Howl's Moving Castle""]"
179,Neliel Tu ODELSCHWANCK,Female,Turquoise Hair,"['Healing Powers', 'Masks', 'Scar', 'Verbal Tic']",['Bleach'],"['Bleach', 'Bleach: Spirits Are Forever with You (Light Novel)']"
180,Yuki NAGATO,Female,Purple Hair,"['Bookworm', 'Hacker', 'High School Student', 'Kuudere', 'Stoic']","['Melancholy of Haruhi-chan Suzumiya', 'Nyoron! Churuya-san', 'The Disappearance of Haruhi Suzumiya', 'The Disappearance of Nagato Yuki-chan', 'The Disappearance of Nagato Yuki-chan OVA', 'The Melancholy of Haruhi Suzumiya', 'The Melancholy of Haruhi Suzumiya (2009)']","['Haruhi Suzumiya Series (Light Novel)', 'The Disappearance of Nagato Yuki-chan', 'The Melancholy of Haruhi Suzumiya', 'The Melancholy of Haruhi Suzumiya (Makoto MIZUNO)', 'The Melancholy of Suzumiya Haruhi-chan: The Untold Adventures of the SOS Brigade', 'The Misfortune of Kyon and Koizumi']"
181,Koshi SUGAWARA,Male,Grey Hair,"['Athlete', 'High School Student', 'Mole', 'Teenager', 'Volleyball Player']","['Haikyuu!!', 'Haikyuu!! Karasuno High School vs Shiratorizawa Academy', 'Haikyuu!! Lev Kenzan!', 'Haikyuu!! Movie 1: Owari to Hajimari', 'Haikyuu!! Movie 2: Shousha to Haisha', 'Haikyuu!! Movie 3: Talent and Sense', 'Haikyuu!! Movie 4: Battle of Concepts', 'Haikyuu!! Second Season', 'Haikyuu!! Tokushuu! Harukou Volley ni Kaketa Seishun', 'Haikyuu!! To the Top', 'Haikyuu!! To the Top: Part II', 'Haikyuu!! vs. ""Akaten""']","['Haikyuu!!', 'Haikyuu!! A Party Reignited', 'Haikyuu!! Shousetsuban!! Karasuno Koukou (Light Novel)', ""Let's! Haikyuu!?""]"
182,Jean KIRSCHTEIN,Male,Brown Hair,"['Hot-Headed', 'Military', 'Sword Fighter']","['Attack on Skytree', 'Attack on Titan', 'Attack on Titan 2nd Season', 'Attack on Titan 3rd Season', 'Attack on Titan 3rd Season: Part II', 'Attack on Titan 3rd Season: Part II Specials', ""Attack on Titan: Ilse's Notebook"", 'Attack on Titan: Junior High', 'Attack on Titan: Lost Girls', 'Attack on Titan Movie 1: Crimson Bow and Arrow', 'Attack on Titan Movie 2: The Wings of Freedom', 'Attack on Titan Movie 3: The Roar of Awakening', 'Attack on Titan Movie 4: Chronicle', 'Attack on Titan Picture Drama', 'Attack on Titan The Final Season', 'Attack on Titan The Final Season: Part II', 'Attack on Titan The Final Season: Part III']","['Attack on Titan', 'Attack on Titan: End of the World (Light Novel)', 'Attack on Titan: Junior High', 'Spoof on Titan']"
183,Erwin SMITH,Male,Blonde Hair,"['Adult', 'Analytical', 'Military', 'Sword Fighter']","['Attack on Titan', 'Attack on Titan 2nd Season', 'Attack on Titan 3rd Season', 'Attack on Titan 3rd Season: Part II', ""Attack on Titan: Ilse's Notebook"", 'Attack on Titan: Junior High', 'Attack on Titan Movie 1: Crimson Bow and Arrow', 'Attack on Titan Movie 2: The Wings of Freedom', 'Attack on Titan Movie 3: The Roar of Awakening', 'Attack on Titan Movie 4: Chronicle', 'Attack on Titan: No Regrets', 'Attack on Titan Picture Drama', 'Attack on Titan: Since That Day', 'Attack on Titan The Final Season: Part II']","['Attack on Titan', 'Attack on Titan: Junior High', 'Attack on Titan: No Regrets', 'Attack on Titan: No Regrets - Prologue', 'Guren no Chousa Heidan', 'Spoof on Titan']"
184,Wendy MARVELL,Female,Blue Hair,"['Elemental Powers', 'Healing Powers', 'Magic User', 'Orphan', 'Wind Powers']","['Fairy Tail', 'Fairy Tail 2', 'Fairy Tail 2 OVA', 'Fairy Tail: Final Season', 'Fairy Tail Movie 1: Phoenix Priestess', 'Fairy Tail Movie 2: Dragon Cry', 'Fairy Tail OVA', 'Fairy Tail x Rave']","['Fairy Girls', 'Fairy Tail', 'Fairy Tail: 100 Years Quest', 'Fairy Tail: Blue Mistral', 'Fairy Tail S: Tales from Fairy Tail', 'Magazine Ohanami!!', ""Mashima Hero's""]"
185,Kuro,Male,Multicolored Hair,"['Demon', 'Horns', 'Nekomata', 'Shapeshifter', 'Tail', 'Youkai']","['Blue Exorcist', ""Blue Exorcist: Kuro's Trip Away From Home"", 'Blue Exorcist: Kyoto Saga', 'Blue Exorcist Movie', 'Blue Exorcist Specials']",['Blue Exorcist']
186,Tsuyu ASUI,Female,Green Hair,"['High School Student', 'Overly Long Tongue', 'Superpowers', 'Teenager', 'Verbal Tic']","['My Hero Academia', 'My Hero Academia 2', 'My Hero Academia 3', 'My Hero Academia 4', 'My Hero Academia 5', 'My Hero Academia 6', 'My Hero Academia: Jump Festa 2016 Special', 'My Hero Academia: Make It! Do-or-Die Survival Training', 'My Hero Academia Movie 2: Heroes:Rising', ""My Hero Academia Movie 3: World Heroes' Mission"", 'My Hero Academia Movie: Two Heroes', 'My Hero Academia Movie: Two Heroes Picture Drama', 'My Hero Academia: Training of the Dead', 'My Hero Academia (Web)', 'Peace Sign']",['My Hero Academia']
187,Orihime INOUE,Female,Orange Hair,"['Broken Record', 'Clumsy', 'Force Field Powers', 'Healing Powers', 'High School Student', 'Superpowers', 'Teenager']","['Bleach', 'Bleach: Memories in the Rain', 'Bleach Movie 1: Memories of Nobody', 'Bleach Movie 2: The DiamondDust Rebellion', 'Bleach Movie 4: Hell Verse', 'Bleach: Sennen Kessen-hen']","['Bleach', 'Bleach (2021)', 'Bleach 4-koma: Komaburi', 'Bleach: Letters From the Other Side (Light Novel)', 'Bleach (Pilot)', 'Bleach: Spirits Are Forever with You (Light Novel)', 'Bleach: The Death Save the Strawberry (Light Novel)', 'Bleach: The Honey Dish Rhapsody (Light Novel)', 'Bleach Unmasked Short Stories']"
188,Yui HIRASAWA,Female,Brown Hair,"['Airhead', 'Band Member', 'Big Eater', 'Clumsy', 'Guitarist', 'High School Student', 'Musician', 'Singer', 'Sweet Tooth', 'Teenager']","['K-On!', 'K-On!!', 'K-On! Live House!', 'K-On! Movie', 'K-On!!: Plan!', 'K-On! Ura-On!', 'K-On!! Ura-On!!']","['K-On!', 'K-On! Anthology Comic', 'K-On! College', 'K-On! High School']"
189,Victor NIKIFOROV,Male,Grey Hair,"['Adult', 'Athlete', 'Blinding Bangs', 'Flirt', 'Gay', 'Ice Skater', 'LGBT+']","['Yuri!!! on Ice', 'Yuri!!! on Ice Movie']",
190,T.K.,Male,Blonde Hair,"['Bandana', 'Dancer', 'Hair Antenna', 'Piercings']","['Angel Beats!', ""Angel Beats! Hell's Kitchen"", 'Angel Beats! Stairway to Heaven']","[""Angel Beats! Heaven's Door"", 'Angel Beats! The 4-koma: Bokura no Sensen Koushinkyoku', 'Angel Beats! Track Zero (Light Novel)']"
191,Usopp,Male,Black Hair,"['Bandana', 'Big Nose', 'Cowardly', 'Goggles', 'Pirate', 'Sailor', 'Sniper', 'Suspenders', 'Teenager']","['ARASHI: A-RA-SHI : Reborn', 'Hungry Days x Bump of Chicken: Kinen Satsuei', 'Hungry Days x One Piece', 'Kyuutai Panic Adventure Returns!', 'Look Plus x One Piece CM', 'Nissan Serena x One Piece 3D: Mugiwara Chase', 'One Piece', ""One Piece 3D2Y: Overcoming Ace's Death! Luffy's Pledge to His Friends!"", 'One Piece 3D: Mugiwara Chase', 'One Piece: Adventure of Nebulandia', 'One Piece: Annecy Festival 60th Anniversary', ""One Piece: Django's Dance Carnival"", 'One Piece: Dream Soccer King!', 'One Piece: Episode of East Blue', 'One Piece: Episode of Luffy - Hand Island no Bouken', 'One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari', 'One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna', 'One Piece: Episode of Sabo', 'One Piece: Episode of Skypiea', 'One Piece Film: Gold', 'One Piece Film: Gold - Cine Mike Popcorn Kokuchi', 'One Piece Film: Gold ~Episode 0~ 711 ver.', 'One Piece Film: Red', 'One Piece Film: Z', 'One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou', 'One Piece Movie 1', 'One Piece Movie 10: Strong World', 'One Piece Movie 14: Stampede', 'One Piece Movie 2: Clockwork Island Adventure', 'One Piece Movie 3: Chopper Kingdom of Strange Animal Island', 'One Piece Movie 4: Dead End Adventure', 'One Piece Movie 5: The Curse of the Sacred Sword', 'One Piece Movie 6: Baron Omatsuri and the Secret Island', ""One Piece Movie 7: Karakuri Castle's Mecha Giant Soldier"", 'One Piece Movie 8: The Desert Princess and the Pirates - Adventures in Alabasta', 'One Piece Movie 9: Episode of Chopper - The Miracle Winter Cherry Blossom', 'One Piece Recap', 'One Piece: Romance Dawn Story', ""One Piece Special 1: Adventure in the Ocean's Navel"", ""One Piece Special 2: Open Upon the Great Sea! A Father's Huge, HUGE Dream!"", 'One Piece Special 3: Protect! The Last Great Stage', 'One Piece Special 4: The Detective Memoirs of Chief Straw Hat Luffy', 'One Piece Special: Glorious Island', 'One Piece Special: Heart of Gold', 'One Piece: Straw Hat Theater', 'One Piece: Strong World - Episode 0', 'One Piece: Take Aim! The Pirate Baseball King', 'One Piece: The Desert Princess and the Pirates - Adventures in Alabasta Prologue', 'Tokyo One Piece Tower: Tongari Shima no Dai Hihou', 'Toriko x One Piece Collabo Special', 'Toriko x One Piece Collabo Special 2']","['Chopperman', 'Chopperman: Yuke Yuke! Minna no Chopper-sensei', 'Cross Epoch', 'Food Wars! Shokugeki no Sanji', 'One Piece', 'One Piece Gakuen', 'One Piece: Loguetown-hen (Light Novel)', 'One Piece Party', 'One Piece: Roronoa Zoro Falls Into the Sea', 'One Piece x Toriko: Jisshoku! Akuma no Mi!!']"
192,Denki KAMINARI,Male,Blonde Hair,"['Elemental Powers', 'High School Student', 'Lightning Powers', 'Superpowers', 'Teenager']","['My Hero Academia', 'My Hero Academia 2', 'My Hero Academia 3', 'My Hero Academia 4', 'My Hero Academia 5', 'My Hero Academia 6', 'My Hero Academia: Jump Festa 2016 Special', 'My Hero Academia: Make It! Do-or-Die Survival Training', 'My Hero Academia Movie 2: Heroes:Rising', ""My Hero Academia Movie 3: World Heroes' Mission"", 'My Hero Academia Movie: Two Heroes', 'My Hero Academia Movie: Two Heroes Picture Drama', 'My Hero Academia: Training of the Dead', 'My Hero Academia (Web)', 'Peace Sign']",['My Hero Academia']
193,Asuma SARUTOBI,Male,Brown Hair,"['Adult', 'Facial Hair', 'Headband', 'Ninja', 'Smoker']","['Naruto', 'Naruto: Hidden Leaf Village Grand Sports Festival!', 'Naruto: Narutimate Hero 3 OVA', 'Naruto Shippuden', 'Naruto Shippuden Movie 3: The Will of Fire', 'Naruto Shippuden Movie 4: The Lost Tower']","['Boruto: Road to ""B""', 'Naruto', ""Rock Lee's Springtime of Youth""]"
194,Akio FURUKAWA,Male,Red Hair,"['Adult', 'Cook', 'Hair Antenna', 'Hot-Headed', 'Merchant', 'Smoker']","['Clannad', 'Clannad After Story', 'Clannad Movie', 'Kaginado']","['Clannad', 'Clannad: 4-Koma Manga Gekijou', 'Clannad: Hikaru Mimamoru Sakamichi de']"
195,Megumi FUSHIGURO,Male,Black Hair,"['Darkness Powers', 'Elemental Powers', 'Exorcist', 'Summoners', 'Sword Fighter', 'Teenager']","['Eve: Kaikai Kitan', 'Juju Sanpo', 'Jujutsu Kaisen', 'Jujutsu Kaisen 2nd Season']","['Jujutsu Kaisen', 'Jujutsu Kaisen: Summer of Ashes, Autumn of Dust (Light Novel)', 'Jujutsu Kaisen: Yoake no Ibara Michi (Light Novel)']"
196,Ryuuko MATOI,Female,Multicolored Hair,"['Frequently-Naked', 'High School Student', 'Orphan', 'Sword Fighter', 'Teenager', 'Transfer Student', 'Vengeful']","['Kill La Kill', 'Kill la Kill Digest: Naked Memories by Aikuro Mikisugi', 'Kill La Kill Special']",['Kill la Kill']
197,Rem,Female,Blue Hair,"['Blinding Bangs', 'Chain Fighter', 'Elemental Powers', 'Headband', 'Ice Powers', 'Magic User', 'Maid', 'Sister Complex', 'Teenager', 'Water Powers']","['Isekai Quartet', 'Isekai Quartet 2', 'Isekai Quartet Relay PV', 'Re:Petit kara Hajimeru Isekai Seikatsu', 'Re:ZERO: Starting Break Time From Zero', 'Re:ZERO: Starting Break Time From Zero 2nd Season', 'Re:ZERO: Starting Life in Another World', 'Re:ZERO: Starting Life in Another World - Memory Snow', 'Re:ZERO: Starting Life in Another World - Memory Snow - Manner Movie', 'Re:ZERO: Starting Life in Another World Season 2', 'Re:ZERO: Starting Life in Another World Season 2: Part II', 'Re:ZERO: Starting Life in Another World - The Frozen Bond']","['Re:ZERO kara Hajimeru Isekai Seikatsu Tanpenshuu (Light Novel)', 'Re:ZERO -Starting Life in Another World- Chapter 1: A Day in the Capital', 'Re:ZERO -Starting Life in Another World- Chapter 2: A Week at the Mansion', 'Re:ZERO -Starting Life in Another World- Chapter 3: Truth of Zero', 'Re:ZERO -Starting Life in Another World- (Light Novel)']"
198,Sesshomaru,Male,White Hair,"['Armor', 'Face Markings', 'Pointy Ears', 'Poison User', 'Rapunzel Hair', 'Shapeshifter', 'Stoic', 'Sword Fighter', 'Youkai']","['InuYasha', 'InuYasha: Kuroi Tessaiga', 'InuYasha: The Final Act', 'InuYasha The Movie 1: Affections Touching Across Time', 'InuYasha The Movie 2: The Castle Beyond the Looking Glass', 'InuYasha The Movie 3: Swords of an Honorable Ruler', 'InuYasha The Movie 4: Fire on the Mystic Island', 'Yashahime: Princess Half-Demon', 'Yashahime: Princess Half-Demon - The Second Act']","['3.11 wo Wasurenai Tame ni: Heroes Comeback', 'InuYasha']"
199,Kiba INUZUKA,Male,Brown Hair,"['Beastmaster', 'Face Markings', 'Headband', 'Ninja']","['Boruto: Naruto Next Generations', 'Boruto: Naruto the Movie', 'Naruto', 'Naruto: Hidden Leaf Village Grand Sports Festival!', 'Naruto: Honoo no Chuunin Shiken! Naruto vs Konohamaru!!', 'Naruto: Narutimate Hero 3 OVA', 'Naruto: Naruto to Mashin to Mitsu no Onegai Dattebayo!!', 'Naruto Shippuden', 'Naruto Shippuden: Konoha Gakuen Picture Drama Special', 'Naruto Shippuden Movie 3: The Will of Fire', 'Naruto Shippuden Movie 5: Blood Prison', 'Naruto Shippuden Movie 6: Road to Ninja', 'Naruto Shippuden OVA: Sage Naruto vs Sasuke', 'Naruto Spin-Off: Rock Lee & His Ninja Pals', 'The Last: Naruto the Movie']","['Naruto', 'Naruto Shippuden Movie 5: Blood Prison (Light Novel)', 'Road to Naruto the Movie', ""Rock Lee's Springtime of Youth""]"
200,Blair,Female,Purple Hair,"['Animal', 'Cat', 'Flirt', 'Frequently-Naked', 'Magic User', 'Scantily-clad', 'Shapeshifter', 'Witch']",['Soul Eater'],['Soul Eater']
201,Shiro,Female,White Hair,"['Airhead', 'Blood Power', 'Hair Antenna', 'Scar', 'Sweet Tooth']",['Deadman Wonderland'],['Deadman Wonderland']
202,Kenma KOZUME,Male,Multicolored Hair,"['Analytical', 'Athlete', 'High School Student', 'Lazy', 'Stoic', 'Teenager', 'Video Gamer', 'Volleyball Player']","['Haikyuu!!', 'Haikyuu!! Lev Kenzan!', 'Haikyuu!! Movie 1: Owari to Hajimari', 'Haikyuu!! Quest Picture Drama', 'Haikyuu!! Riku vs Kuu', 'Haikyuu!! Second Season', 'Haikyuu!! To the Top', 'Haikyuu!! To the Top: Part II']","['Haikyuu!!', 'Haikyuu!! A Party Reignited']"
203,Kei TSUKISHIMA,Male,Blonde Hair,"['Athlete', 'Glasses', 'High School Student', 'Teenager', 'Volleyball Player']","['Haikyuu!!', 'Haikyuu!! Karasuno High School vs Shiratorizawa Academy', 'Haikyuu!! Lev Kenzan!', 'Haikyuu!! Movie 1: Owari to Hajimari', 'Haikyuu!! Movie 2: Shousha to Haisha', 'Haikyuu!! Movie 3: Talent and Sense', 'Haikyuu!! Movie 4: Battle of Concepts', 'Haikyuu!! Second Season', 'Haikyuu!! Tokushuu! Harukou Volley ni Kaketa Seishun', 'Haikyuu!! To the Top', 'Haikyuu!! To the Top: Part II', 'Haikyuu!! vs. ""Akaten""']","['Haikyuu!!', 'Haikyuu!! A Party Reignited', 'Haikyuu!! (Pilot)', 'Haikyuu!! Shousetsuban!! Karasuno Koukou (Light Novel)', ""Let's! Haikyuu!?""]"
204,Brook,Male,Black Hair,"['Afro', 'Hat', 'Musician', 'Pervert', 'Pirate', 'Sailor', 'Singer', 'Skeleton', 'Superpowers', 'Sword Fighter', 'Undead', 'Violinist']","['ARASHI: A-RA-SHI : Reborn', 'Hungry Days x Bump of Chicken: Kinen Satsuei', 'Hungry Days x One Piece', 'Look Plus x One Piece CM', 'Nissan Serena x One Piece 3D: Mugiwara Chase', 'One Piece', ""One Piece 3D2Y: Overcoming Ace's Death! Luffy's Pledge to His Friends!"", 'One Piece 3D: Mugiwara Chase', 'One Piece: Adventure of Nebulandia', 'One Piece: Annecy Festival 60th Anniversary', 'One Piece: Episode of East Blue', 'One Piece: Episode of Luffy - Hand Island no Bouken', 'One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari', 'One Piece: Episode of Sabo', 'One Piece: Episode of Skypiea', 'One Piece Film: Gold', 'One Piece Film: Gold ~Episode 0~ 711 ver.', 'One Piece Film: Red', 'One Piece Film: Z', 'One Piece Movie 10: Strong World', 'One Piece Movie 14: Stampede', 'One Piece Recap', 'One Piece: Romance Dawn Story', 'One Piece Special: Glorious Island', 'One Piece Special: Heart of Gold', 'One Piece: Strong World - Episode 0', 'Tokyo One Piece Tower: Tongari Shima no Dai Hihou', 'Toriko x One Piece Collabo Special', 'Toriko x One Piece Collabo Special 2']","['One Piece', 'One Piece Gakuen', 'One Piece Party', 'One Piece: Strong World', 'One Piece x Toriko: Jisshoku! Akuma no Mi!!']"
205,Envy,Green Hair,,"['Cruel', 'Gloves', 'Headband', 'Hot-Headed', 'Human Guise', 'Immortal', 'Sadistic', 'Shapeshifter', 'Superpowers']","['Fullmetal Alchemist', 'Fullmetal Alchemist: Brotherhood', 'Fullmetal Alchemist: Brotherhood: 4-Koma Theater', 'Fullmetal Alchemist: Premium Collection', 'Fullmetal Alchemist: Reflections', 'Fullmetal Alchemist The Movie: Conqueror of Shamballa']","['Fullmetal Alchemist', 'Fullmetal Alchemist: The Complete Four-Panel Comics']"
206,Yukine,Male,Blonde Hair,"['Ghost', 'Magical Familiar', 'Shapeshifter']","['Noragami', 'Noragami Aragoto', 'Noragami Aragoto OVA', 'Noragami: Noraneko', 'Noragami OVA', 'Tia: Heart Realize', 'Tia: Nirvana']","['Noragami: Stray God', 'Noragami: Stray Stories']"
207,Tomoyo SAKAGAMI,Female,Grey Hair,"['Headband', 'Kuudere', 'Martial Artist', 'Tomboy']","['Clannad', 'Clannad After Story', 'Clannad: Another World, Tomoyo Chapter', 'Clannad Movie', 'Kaginado Season 2']","['Clannad', 'Clannad: 4-Koma Manga Gekijou', 'Clannad: Hikaru Mimamoru Sakamichi de', 'Clannad: Tomoyo Dearest', 'Tomoyo After: Dear Shining Memories']"
208,Hideki HINATA,Male,Blue Hair,"['Athlete', 'Baseball Player']","['Angel Beats!', ""Angel Beats! Hell's Kitchen"", 'Angel Beats! Stairway to Heaven']","[""Angel Beats! Heaven's Door"", 'Angel Beats! The 4-koma: Bokura no Sensen Koushinkyoku', 'Angel Beats! The 4-koma: Osora no Shinda Sekai kara', 'Angel Beats! Track Zero (Light Novel)']"
209,Ray,Male,Black Hair,"['Analytical', 'Blinding Bangs', 'Bookworm', 'Child', 'Child Prodigy', 'Orphan', 'Tattoo']","['The Promised Neverland', 'The Promised Neverland 2nd Season', 'The Promised Neverland 2nd Season: Tokubetsu Hen - Michishirube']","['Oyakusoku no Neverland', 'The Promised Neverland', 'The Promised Neverland: Norman Kara no Tegami (Light Novel)', 'The Promised Neverland: Special Side Story - The First Shot']"
210,Kyon,Male,Brown Hair,"['High School Student', 'Teenager']","['Melancholy of Haruhi-chan Suzumiya', 'Nyoron! Churuya-san', 'The Disappearance of Haruhi Suzumiya', 'The Disappearance of Nagato Yuki-chan', 'The Disappearance of Nagato Yuki-chan OVA', 'The Melancholy of Haruhi Suzumiya', 'The Melancholy of Haruhi Suzumiya (2009)']","['Haruhi Suzumiya Series (Light Novel)', 'Nyoron Churuya-san', 'The Disappearance of Nagato Yuki-chan', 'The Melancholy of Haruhi Suzumiya', 'The Melancholy of Haruhi Suzumiya (Makoto MIZUNO)', 'The Melancholy of Suzumiya Haruhi-chan: The Untold Adventures of the SOS Brigade', 'The Misfortune of Kyon and Koizumi']"
211,Kyuubi,Male,Orange Hair,"['Monster', 'Sharp Teeth', 'Tail']","['Boruto: Naruto Next Generations', 'Boruto: Naruto the Movie', 'Naruto', 'Naruto Shippuden', 'Naruto Shippuden Movie 6: Road to Ninja', 'Naruto Spin-Off: Rock Lee & His Ninja Pals', 'The Last: Naruto the Movie']","['Boruto', 'Naruto', 'Naruto: The Seventh Hokage and the Scarlet Spring', 'Road to Ninja: Naruto the Movie (Light Novel)', ""Rock Lee's Springtime of Youth""]"
212,Yuki SOHMA,Male,Grey Hair,"['Cursebearer', 'Deadly Chef', 'High School Student', 'School Idol', 'Student Council', 'Teenager']","['Fruits Basket', 'Fruits Basket 1st Season', 'Fruits Basket 2nd Season', 'Fruits Basket: Prelude', 'Fruits Basket the Final Season']","['Fruits Basket', 'Fruits Basket Another']"
213,Temari,Female,Blonde Hair,"['Beastmaster', 'Bossy', 'Elemental Powers', 'Gloves', 'Ninja', 'Oversized Weapon', 'Pigtails', 'Wind Powers']","['Boruto: Naruto Next Generations', 'Boruto: Naruto the Movie', 'Naruto', 'Naruto: Hidden Leaf Village Grand Sports Festival!', 'Naruto: Honoo no Chuunin Shiken! Naruto vs Konohamaru!!', 'Naruto: Narutimate Hero 3 OVA', 'Naruto Shippuden', 'Naruto Shippuden: Konoha Gakuen Picture Drama Special', 'Naruto Shippuden Movie 1', 'Naruto Shippuden Movie 3: The Will of Fire', 'Naruto Spin-Off: Rock Lee & His Ninja Pals', 'The Last: Naruto the Movie']","['Boruto', 'Naruto', ""Rock Lee's Springtime of Youth""]"
214,Scar,Male,White Hair,"['Adult', 'Alchemist', 'Dark-skinned', 'Muscular', 'Scar', 'Tattoo', 'Vengeful']","['Fullmetal Alchemist', 'Fullmetal Alchemist: Brotherhood', 'Fullmetal Alchemist: Brotherhood: 4-Koma Theater', 'Fullmetal Alchemist: Premium Collection', 'Fullmetal Alchemist: Reflections']","['Fullmetal Alchemist', 'Fullmetal Alchemist: The Complete Four-Panel Comics']"
215,Suzaku KURURUGI,Male,Brown Hair,"['High School Student', 'Martial Artist', 'Mecha Pilot', 'Military', 'Student Council', 'Teenager']","['Code Geass: Akito the Exiled', 'Code Geass: Lelouch of the Rebellion', 'Code Geass: Lelouch of the Rebellion III - Glorification', 'Code Geass: Lelouch of the Rebellion I - Initiation', 'Code Geass: Lelouch of the Rebellion II - Transgression', 'Code Geass: Lelouch of the Rebellion - Kiseki no Birthday Picture Drama', 'Code Geass: Lelouch of the Rebellion - Kiseki no Birthday Picture Drama Flash Special', 'Code Geass: Lelouch of the Rebellion Picture Drama', 'Code Geass: Lelouch of the Rebellion R2', 'Code Geass: Lelouch of the Rebellion R2 Picture Drama', 'Code Geass: Lelouch of the Rebellion R2 Special Edition - Zero Requiem', 'Code Geass: Lelouch of the Rebellion Recaps', 'Code Geass: Lelouch of the Rebellion Special Edition - Black Rebellion', 'Code Geass Movie: Lelouch of the Re;surrection', 'Code Geass: Nunnally in Wonderland']","['Barcode Geass: Hanbai no Lelouch', 'Code Geass: Hangyaku no Rurushu Gaiden - Shiro no Kishi Kurenai no Yasha', 'Code Geass: Lelouch of the Rebellion', 'Code Geass: Lelouch of the Rebellion - Knight: Official Comic Anthology - For Girls', 'Code Geass: Lelouch of the Rebellion (Light Novel)', 'Code Geass: Lelouch of the Rebellion - Queen: Official Comic Anthology - For Boys', 'Code Geass: Lelouch of the Re;surrection', 'Code Geass: Nightmare of Nunnally', 'Code Geass: Soubou no Oz', 'Code Geass: Suzaku of the Counterattack', 'Code Geass: Tales of an Alternate Shogunate']"
216,Sawako KURONUMA,Female,Black Hair,"['Crybaby', 'Dandere', 'High School Student', 'Shy', 'Teenager', 'Yamato Nadeshiko']","['Kimi ni Todoke - From Me To You', 'Kimi ni Todoke - From Me To You 2nd Season', 'Kimi ni Todoke - From Me To You 2nd Season: A Crush', 'Kimi ni Todoke - From Me To You 2nd Season Specials']","['Kimi ni Todoke: From Me to You', 'Kimi ni Todoke: From Me to You Bangai-hen - Unmei no Hito', 'Kimi ni Todoke: From Me to You (Light Novel)']"
217,Homura AKEMI,Female,Black Hair,"['Headband', 'Magical Girl', 'Middle School Student', 'Shield Wielder', 'Teenager', 'Time Manipulator', 'Transfer Student', 'Weapon Master']","['ClariS: Luminous', 'Magia Record: Puella Magi Madoka Magica Side Story Final Season - Dawn of a Shallow Dream', 'Magia Record: Puella Magi Madoka Magica Side Story Season 2 - The Eve of Awakening', 'Puella Magi Madoka Magica', 'Puella Magi Madoka Magica: Concept Movie', 'Puella Magi Madoka Magica: Magica Quartet x Nisioisin', 'Puella Magi Madoka Magica the Movie Part 1: Beginnings', 'Puella Magi Madoka Magica the Movie Part 2: Eternal', 'Puella Magi Madoka Magica the Movie Part 3: Rebellion', 'Puella Magi Madoka Magica the Movie Part 4: Walpurgisnacht - Rising']","['Oideyo! Magicado Shoten', 'Puella Magi Homura Tamura: Parallel Worlds Do Not Remain Parallel Forever', 'Puella Magi Madoka Magica', 'Puella Magi Madoka Magica: Anthology Comic', ""Puella Magi Madoka Magica: Homura's Revenge!"", 'Puella Magi Madoka Magica (Light Novel)', 'Puella Magi Madoka☆Magica: The Different Story', 'Puella Magi Madoka Magica: The Movie - Rebellion', 'Puella Magi Madoka Magica: Wraith Arc', 'Puella Magi Oriko Magica', 'Puella Magi Oriko Magica: Sadness Prayer']"
218,Excalibur,Male,,"['Big Ego', 'Comic Relief', 'Hat', 'Shapeshifter']",['Soul Eater'],['Soul Eater']
